datetime,Q_mcd,Qmmd_mcd,Q_beast,Qmmd_beast
2020-07-08T12:45:00Z,1.1936251887391542,0.16411396611563164,0.20934586,0.021831602056729026
2020-07-08T13:15:00Z,1.1936251887391542,0.16411396611563164,0.196847333,0.020528195016535907
2020-07-08T13:45:00Z,1.0175950495656922,0.1399112226010118,0.185014032,0.019294160971394084
2020-07-08T14:15:00Z,1.1936251887391542,0.16411396611563164,0.220025318,0.022945307755220277
2020-07-08T14:45:00Z,1.0175950495656922,0.1399112226010118,0.211072657,0.02201168082655401
2020-07-08T15:15:00Z,1.0175950495656922,0.1399112226010118,0.222934011,0.02324864037465299
2020-07-08T15:45:00Z,1.0175950495656922,0.1399112226010118,0.199049002,0.020757795742667475
2020-07-08T16:15:00Z,1.0175950495656922,0.1399112226010118,0.203037697,0.021173756210983705
2020-07-08T16:45:00Z,1.0175950495656922,0.1399112226010118,0.203602624,0.021232669539649973
2020-07-08T17:15:00Z,1.0175950495656922,0.1399112226010118,0.197562474,0.020602773389981895
2020-07-08T17:45:00Z,1.0175950495656922,0.1399112226010118,0.221909798,0.023141830473385635
2020-07-08T18:15:00Z,1.0175950495656922,0.1399112226010118,0.199961701,0.020852976422933014
2020-07-08T18:45:00Z,1.0175950495656922,0.1399112226010118,0.203800453,0.02125330010766445
2020-07-08T19:15:00Z,1.0175950495656922,0.1399112226010118,0.185807627,0.019376920908630055
2020-07-08T19:45:00Z,1.0175950495656922,0.1399112226010118,0.206266463,0.0215104675958962
2020-07-08T20:15:00Z,0.8659797899967054,0.11906533076975709,0.183652863,0.019152211663488232
2020-07-08T20:45:00Z,1.0175950495656922,0.1399112226010118,0.193456152,0.020174546207362705
2020-07-08T21:15:00Z,0.8659797899967054,0.11906533076975709,0.217237661,0.022654597357151477
2020-07-08T21:45:00Z,1.0175950495656922,0.1399112226010118,0.218473411,0.02278346736318648
2020-07-08T22:15:00Z,1.0175950495656922,0.1399112226010118,0.227581933,0.023733348233192515
2020-07-08T22:45:00Z,1.0175950495656922,0.1399112226010118,0.211386878,0.02204444931707906
2020-07-08T23:15:00Z,1.0175950495656922,0.1399112226010118,0.228852018,0.023865798859625826
2020-07-08T23:45:00Z,1.0175950495656922,0.1399112226010118,0.230227261,0.024009215872540738
2020-07-09T00:15:00Z,1.0175950495656922,0.1399112226010118,0.234527005,0.024457614039831023
2020-07-09T00:45:00Z,1.0175950495656922,0.1399112226010118,0.248802009,0.02594628072130356
2020-07-09T01:15:00Z,1.0175950495656922,0.1399112226010118,0.247955026,0.025857953224381412
2020-07-09T01:45:00Z,1.0175950495656922,0.1399112226010118,0.262846973,0.027410957715389254
2020-07-09T02:15:00Z,1.0175950495656922,0.1399112226010118,0.236511785,0.024664596528666264
2020-07-09T02:45:00Z,1.0175950495656922,0.1399112226010118,0.264362076,0.027568960007724807
2020-07-09T03:15:00Z,1.0175950495656922,0.1399112226010118,0.250879021,0.026162881610621604
2020-07-09T03:45:00Z,1.0175950495656922,0.1399112226010118,0.250879021,0.026162881610621604
2020-07-09T04:15:00Z,1.0175950495656922,0.1399112226010118,0.259491844,0.027061068583705498
2020-07-09T04:45:00Z,1.0175950495656922,0.1399112226010118,0.250032243,0.026074575492094142
2020-07-09T05:15:00Z,1.0175950495656922,0.1399112226010118,0.271537232,0.028317220090283646
2020-07-09T05:45:00Z,1.0175950495656922,0.1399112226010118,0.24455603,0.025503489429088713
2020-07-09T06:15:00Z,1.0175950495656922,0.1399112226010118,0.248367168,0.025900933391913097
2020-07-09T06:45:00Z,1.0175950495656922,0.1399112226010118,0.226089021,0.023577660126010862
2020-07-09T07:15:00Z,1.0175950495656922,0.1399112226010118,0.22048773,0.02299353032226916
2020-07-09T07:45:00Z,1.0175950495656922,0.1399112226010118,0.224850157,0.023448465376946292
2020-07-09T08:15:00Z,1.0175950495656922,0.1399112226010118,0.199770694,0.02083305728617984
2020-07-09T08:45:00Z,1.0175950495656922,0.1399112226010118,0.205272209,0.021406781964514184
2020-07-09T09:15:00Z,1.0175950495656922,0.1399112226010118,0.202831804,0.021152284689921544
2020-07-09T09:45:00Z,1.0175950495656922,0.1399112226010118,0.197268047,0.020572069113820157
2020-07-09T10:15:00Z,1.1936251887391542,0.16411396611563164,0.20403429,0.021277685764634884
2020-07-09T10:45:00Z,1.0175950495656922,0.1399112226010118,0.201008495,0.020962141180446592
2020-07-09T11:15:00Z,1.1936251887391542,0.16411396611563164,0.187750267,0.019579508833796017
2020-07-09T11:45:00Z,1.0175950495656922,0.1399112226010118,0.169360164,0.017661699661557034
2020-07-09T12:15:00Z,1.0175950495656922,0.1399112226010118,0.193659918,0.020195795914544356
2020-07-09T12:45:00Z,1.0175950495656922,0.1399112226010118,0.155610839,0.01622785333687387
2020-07-09T13:15:00Z,1.0175950495656922,0.1399112226010118,0.165579595,0.017267443582377792
2020-07-09T13:45:00Z,1.0175950495656922,0.1399112226010118,0.184486307,0.019239127247797222
2020-07-09T14:15:00Z,1.0175950495656922,0.1399112226010118,0.184486307,0.019239127247797222
2020-07-09T14:45:00Z,1.0175950495656922,0.1399112226010118,0.170257589,0.017755287494990946
2020-07-09T15:15:00Z,1.0175950495656922,0.1399112226010118,0.179124192,0.018679939877851534
2020-07-09T15:45:00Z,0.8659797899967054,0.11906533076975709,0.183370708,0.019122787171031986
2020-07-09T16:15:00Z,0.8659797899967054,0.11906533076975709,0.168612302,0.01758370898346409
2020-07-09T16:45:00Z,0.8659797899967054,0.11906533076975709,0.166266682,0.017339096348581773
