date,Tmean
2021-12-29,14.849537037037035
2021-12-30,12.480709876543209
2021-12-31,8.637345679012347
2022-01-01,13.939542483660132
2022-01-02,14.173611111111112
2022-01-03,2.8896713615023493
2022-01-04,-3.311728395061729
2022-01-05,0.3263888888888881
2022-01-06,4.0042735042735025
2022-01-07,-5.238888888888889
2022-01-08,-7.313271604938271
2022-01-09,1.9699074074074079
2022-01-10,0.1457326892109497
2022-01-11,-3.4282407407407414
2022-01-12,-0.5185185185185186
2022-01-13,0.7206790123456801
2022-01-14,1.2962962962962976
2022-01-15,0.16589506172839683
2022-01-16,-4.929012345679013
2022-01-17,-2.1566358024691348
2022-01-18,-2.2955246913580236
2022-01-19,-1.4259259259259258
2022-01-20,1.0679012345679024
2022-01-21,-5.122719734660033
2022-01-22,-6.837962962962964
2022-01-23,-2.128858024691359
2022-01-24,1.4390432098765435
2022-01-25,3.916666666666665
2022-01-26,-1.9783950617283945
2022-01-27,-4.381944444444445
2022-01-28,-1.0432098765432092
2022-01-29,-4.993827160493826
2022-01-30,-6.104938271604937
2022-01-31,-3.6481481481481475
