"Location Properties"
"Location Name = default-19065094"
"Location ID = 5895261806657536"
"Latitude = 40.58833 °"
"Longitude = -105.06587 °"
"Time shown in UTC"
""
""
"Date Time","Baro (psi)"
"2021-09-23 01:45:00.000","13.62629548575765"
"2021-09-23 02:00:00.000","13.627745863137719"
"2021-09-23 02:15:00.000","13.62629548575765"
"2021-09-23 02:30:00.000","13.62484510837758"
"2021-09-23 02:45:00.000","13.623394730997509"
"2021-09-23 03:00:00.000","13.623394730997509"
"2021-09-23 03:15:00.000","13.623394730997509"
"2021-09-23 03:30:00.000","13.623394730997509"
"2021-09-23 03:45:00.000","13.62194435361744"
"2021-09-23 04:00:00.000","13.62194435361744"
"2021-09-23 04:15:00.000","13.623394730997509"
"2021-09-23 04:30:00.000","13.623394730997509"
"2021-09-23 04:45:00.000","13.62484510837758"
"2021-09-23 05:00:00.000","13.627745863137719"
"2021-09-23 05:15:00.000","13.62629548575765"
"2021-09-23 05:30:00.000","13.62919624051779"
"2021-09-23 05:45:00.000","13.62919624051779"
"2021-09-23 06:00:00.000","13.62919624051779"
"2021-09-23 06:15:00.000","13.62919624051779"
"2021-09-23 06:30:00.000","13.63064661789786"
"2021-09-23 06:45:00.000","13.63064661789786"
"2021-09-23 07:00:00.000","13.63644812741814"
"2021-09-23 07:15:00.000","13.63789850479821"
"2021-09-23 07:30:00.000","13.64079925955835"
"2021-09-23 07:45:00.000","13.645150391698559"
"2021-09-23 08:00:00.000","13.64660076907863"
"2021-09-23 08:15:00.000","13.64950152383877"
"2021-09-23 08:30:00.000","13.65095190121884"
"2021-09-23 08:45:00.000","13.655303033359049"
"2021-09-23 09:00:00.000","13.65385265597898"
"2021-09-23 09:15:00.000","13.65675341073912"
"2021-09-23 09:30:00.000","13.658203788119192"
"2021-09-23 09:45:00.000","13.66400529763947"
"2021-09-23 10:00:00.000","13.66980680715975"
"2021-09-23 10:15:00.000","13.672707561919891"
"2021-09-23 10:30:00.000","13.67415793929996"
"2021-09-23 10:45:00.000","13.67415793929996"
"2021-09-23 11:00:00.000","13.6770586940601"
"2021-09-23 11:15:00.000","13.68140982620031"
"2021-09-23 11:30:00.000","13.68140982620031"
"2021-09-23 11:45:00.000","13.67850907144017"
"2021-09-23 12:00:00.000","13.67850907144017"
"2021-09-23 12:15:00.000","13.6770586940601"
"2021-09-23 12:30:00.000","13.675608316680028"
"2021-09-23 12:45:00.000","13.6770586940601"
"2021-09-23 13:00:00.000","13.675608316680028"
"2021-09-23 13:15:00.000","13.67415793929996"
"2021-09-23 13:30:00.000","13.672707561919891"
"2021-09-23 13:45:00.000","13.671257184539819"
"2021-09-23 14:00:00.000","13.672707561919891"
"2021-09-23 14:15:00.000","13.672707561919891"
"2021-09-23 14:30:00.000","13.67415793929996"
"2021-09-23 14:45:00.000","13.66980680715975"
"2021-09-23 15:00:00.000","13.66980680715975"
"2021-09-23 15:15:00.000","13.66980680715975"
"2021-09-23 15:30:00.000","13.66835642977968"
"2021-09-23 15:45:00.000","13.66835642977968"
"2021-09-23 16:00:00.000","13.66835642977968"
"2021-09-23 16:15:00.000","13.66835642977968"
"2021-09-23 16:30:00.000","13.66835642977968"
"2021-09-23 16:45:00.000","13.671257184539819"
"2021-09-23 17:00:00.000","13.672707561919891"
"2021-09-23 17:15:00.000","13.675608316680028"
"2021-09-23 17:30:00.000","13.6770586940601"
"2021-09-23 17:45:00.000","13.67995944882024"
"2021-09-23 18:00:00.000","13.682860203580379"
"2021-09-23 18:15:00.000","13.68431058096045"
"2021-09-23 18:30:00.000","13.68576095834052"
"2021-09-23 18:45:00.000","13.68866171310066"
"2021-09-23 19:00:00.000","13.69011209048073"
"2021-09-23 19:15:00.000","13.6915624678608"
"2021-09-23 19:30:00.000","13.69446322262094"
"2021-09-23 19:45:00.000","13.69301284524087"
"2021-09-23 20:00:00.000","13.69591360000101"
"2021-09-23 20:15:00.000","13.70026473214122"
"2021-09-23 20:30:00.000","13.701715109521292"
"2021-09-23 20:45:00.000","13.704615864281429"
"2021-09-23 21:00:00.000","13.7060662416615"
"2021-09-23 21:15:00.000","13.70896699642164"
"2021-09-23 21:30:00.000","13.71041737380171"
"2021-09-23 21:45:00.000","13.71186775118178"
"2021-09-23 22:00:00.000","13.714768505941919"
"2021-09-23 22:15:00.000","13.716218883321991"
"2021-09-23 22:30:00.000","13.719119638082129"
"2021-09-23 22:45:00.000","13.71766926070206"
"2021-09-23 23:00:00.000","13.714768505941919"
"2021-09-23 23:15:00.000","13.716218883321991"
"2021-09-23 23:30:00.000","13.716218883321991"
"2021-09-23 23:45:00.000","13.71766926070206"
"2021-09-24 00:00:00.000","13.71766926070206"
"2021-09-24 00:15:00.000","13.71766926070206"
"2021-09-24 00:30:00.000","13.71766926070206"
"2021-09-24 00:45:00.000","13.71766926070206"
"2021-09-24 01:00:00.000","13.71766926070206"
"2021-09-24 01:15:00.000","13.719119638082129"
"2021-09-24 01:30:00.000","13.719119638082129"
"2021-09-24 01:45:00.000","13.719119638082129"
"2021-09-24 02:00:00.000","13.719119638082129"
"2021-09-24 02:15:00.000","13.7205700154622"
"2021-09-24 02:30:00.000","13.71766926070206"
"2021-09-24 02:45:00.000","13.714768505941919"
"2021-09-24 03:00:00.000","13.71766926070206"
"2021-09-24 03:15:00.000","13.71766926070206"
"2021-09-24 03:30:00.000","13.71766926070206"
"2021-09-24 03:45:00.000","13.714768505941919"
"2021-09-24 04:00:00.000","13.716218883321991"
"2021-09-24 04:15:00.000","13.719119638082129"
"2021-09-24 04:30:00.000","13.72202039284227"
"2021-09-24 04:45:00.000","13.724921147602409"
"2021-09-24 05:00:00.000","13.724921147602409"
"2021-09-24 05:15:00.000","13.72782190236255"
"2021-09-24 05:30:00.000","13.72927227974262"
"2021-09-24 05:45:00.000","13.73072265712269"
"2021-09-24 06:00:00.000","13.73217303450276"
"2021-09-24 06:15:00.000","13.73652416664297"
"2021-09-24 06:30:00.000","13.73797454402304"
"2021-09-24 06:45:00.000","13.742325676163249"
"2021-09-24 07:00:00.000","13.74087529878318"
"2021-09-24 07:15:00.000","13.74377605354332"
"2021-09-24 07:30:00.000","13.74522643092339"
"2021-09-24 07:45:00.000","13.74522643092339"
"2021-09-24 08:00:00.000","13.746676808303459"
"2021-09-24 08:15:00.000","13.7495775630636"
"2021-09-24 08:30:00.000","13.75102794044367"
"2021-09-24 08:45:00.000","13.75102794044367"
"2021-09-24 09:00:00.000","13.7495775630636"
